0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
1.0000002,0.58741647,0.5179881,0.6344873,0.49634755,0.52059144,0.58054173,0.62318265,0.49707508,0.51454586,0.5562794,0.6150178,0.46050406,0.5523112,0.6379596,0.58762795,0.5076329,0.5401997,0.6087818,0.5479064,0.18452403,0.12272049,0.168993,0.20575589,0.18278512,0.2011359,0.18373202,0.25687116,0.20449671,0.14766875,0.1295963,0.14380354,0.06407559,0.08145704,0.15679729,0.16556822,0.09924637,0.03858128,0.18195465,0.1464802,0.1768285,0.11867958,0.06857777,0.05891396,0.07671258,0.093865864,0.10249044,0.080130465,0.115551144,0.1602786,0.10156271,0.013702785,0.061800808,0.08611642,0.09110436,0.016990323,0.049942162,0.15966187,-0.038122036,-0.05489838,0.045115422,0.036485262,0.1408447,0.049532667,0.20840093,0.10226783,0.108697794,0.20383658,0.12427433,0.08874468,0.14207721,0.12361574,0.1445135,0.14082502,0.10643946,0.1579785,0.16168943,0.10713568,0.04329655,0.1396013,0.1352706,0.15684465,0.046209432,0.05783435
0.58741647,1.0000002,0.49422836,0.5462592,0.39756548,0.40577832,0.4290117,0.46880746,0.5142237,0.5709754,0.59071296,0.47053608,0.3832516,0.52163625,0.56270456,0.49558195,0.7029309,0.5648872,0.55205894,0.49949837,0.28322566,0.2619036,0.28202873,0.27391362,0.20697625,0.27869993,0.2020238,0.27117717,0.27008533,0.29303145,0.15739925,0.08848271,0.17921397,0.0646762,0.26636162,0.14312544,0.34159014,0.18982133,0.31355092,0.2506546,0.42264342,0.22927572,0.15606889,0.18111257,0.15293086,0.13964345,0.110211894,0.15712717,0.119790435,0.19977662,0.14853996,0.14325972,0.06554636,0.00947997,0.09143394,0.02029475,0.15286142,0.04602713,0.14395043,0.06507077,0.22847968,0.111670375,0.13645121,0.043961927,0.28205222,0.19257021,0.22542258,0.21916601,0.18604815,0.18515213,0.13397303,0.12743746,0.17703977,0.3169793,0.12034978,0.2633712,0.3124589,0.13340165,0.15609851,0.26689327,0.25410956,0.23261547,0.21884128,0.15591337
0.5179881,0.49422836,1.0,0.43992943,0.34529996,0.3917545,0.4942357,0.5041201,0.3605947,0.48190722,0.42000866,0.39782065,0.40981373,0.4655692,0.49714875,0.6577426,0.43761367,0.38939118,0.46398467,0.42461455,0.06675476,0.028211253,0.060536552,0.04572985,0.013623308,0.059200976,0.08820564,0.08340008,0.07220266,0.14433977,0.024712726,0.04946109,0.13490482,0.049261767,0.16866317,0.02762685,0.13457368,0.018370273,0.14546704,0.098865226,0.109610826,0.07907075,-0.010534463,-0.02088071,-0.011846007,-0.024805104,-0.07443006,-0.013010805,0.042949695,0.010712614,0.021802269,0.021391,0.017481323,0.0070818774,0.09282029,0.06431564,0.052333143,-0.03503684,-0.02394251,-0.043323163,0.06056423,0.019065136,0.020512419,-0.037333347,-0.011152897,-0.028480524,0.032756355,0.0431588,-0.006995134,0.2608199,0.034497336,-0.0018567648,-0.010107532,0.07346392,0.10149795,0.013421329,0.03927866,0.07082542,0.026708456,0.050189614,-0.020278627,0.11573468,-0.025469892,0.027816797
0.6344873,0.5462592,0.43992943,1.0,0.47566718,0.43208095,0.4495781,0.48350218,0.4745875,0.6207384,0.43950066,0.5035553,0.4143604,0.4485442,0.5911124,0.4895483,0.46730345,0.46435285,0.537679,0.6263428,0.11936896,0.06768091,0.12874302,0.10980952,0.02073121,0.1256726,0.007835522,0.09307365,0.13166532,0.13300183,0.013579752,-0.009217261,-0.04667382,-0.018673383,0.034636665,0.033847306,-0.008241392,0.051482916,0.101287305,0.091215014,0.12983942,0.06619915,0.13800783,0.1579333,0.15104581,0.123562545,0.11059631,0.14696032,0.03527958,0.11721061,0.10691374,0.08316973,0.053242013,0.0017415052,0.11628588,0.05576028,0.030770622,0.071398795,0.063151896,0.057405107,0.050569892,0.06813975,0.05637143,0.0121924635,0.17297192,0.16384752,0.03332636,0.1454297,0.06722342,0.021064922,0.04189111,0.0401939,0.04357937,0.15634698,0.031219041,0.12958401,0.2091395,0.037595026,0.07902005,0.007310838,0.16486049,0.10901828,0.0696758,-0.01600905
0.49634755,0.39756548,0.34529996,0.47566718,1.0000002,0.46645498,0.40949365,0.47547445,0.48182672,0.4701668,0.3761867,0.41005334,0.43951285,0.4556339,0.5393857,0.48718047,0.5063113,0.43117917,0.5834868,0.48829556,0.16026361,0.18600342,0.15533656,0.1658116,0.12836523,0.15048032,0.12653145,0.16770792,0.121516325,0.09574228,0.10819288,0.16692294,0.06154512,0.06858673,0.10415819,0.22313824,0.0665479,0.07732457,0.09638986,0.20456447,0.15531766,0.098411724,0.21357566,0.19239625,0.22260542,0.20754428,0.14020088,0.19135681,0.17217931,0.22890408,0.19133267,0.15772817,0.17308524,0.1864728,0.14771767,0.16411662,0.1686612,0.30254996,0.1890567,0.10455111,0.15663192,0.11390877,0.17262527,0.102806434,0.1524227,0.15250552,0.0718627,0.15608151,0.090105504,0.06285797,0.13770781,0.09788217,0.2280039,0.10234451,0.11045474,0.14331341,0.15848762,0.11351914,0.09787116,0.1270022,0.13835338,0.23330131,0.15777935,-0.018538661
0.52059144,0.40577832,0.3917545,0.43208095,0.46645498,0.9999999,0.51089585,0.4655407,0.5544313,0.44906992,0.42902684,0.43922687,0.47011507,0.5300224,0.48638988,0.5353942,0.4446576,0.56916046,0.5873147,0.47135058,0.0718508,0.020117603,0.038104367,0.06436917,0.06020496,0.078084014,0.10380499,0.07230927,0.08311038,0.065745264,0.100883916,0.09465216,0.063004375,0.10313194,0.10496046,0.2574314,0.029801788,-0.030992463,0.12178496,0.0473316,0.07454361,0.04501734,0.03725514,0.0018686419,0.035109628,0.04451201,0.015503902,0.04097336,0.07992761,0.048053507,0.05584126,0.02730696,0.08919055,0.063264646,0.077138186,0.06499021,0.079610914,0.121642396,0.0039848466,-0.04370369,0.059955366,0.0033393807,0.054360796,-0.06481408,0.061891247,0.0039692777,0.009803783,0.049946126,0.06067995,0.027090902,0.09960443,0.06256058,0.052002005,0.05027122,0.07368846,0.026054328,0.104918994,0.003896336,0.090583324,0.074860245,0.10355276,0.14713825,0.019203065,-0.040847626
0.58054173,0.4290117,0.4942357,0.4495781,0.40949365,0.51089585,1.0000001,0.48488224,0.4899625,0.46331167,0.506256,0.72145754,0.43971443,0.5550953,0.5415672,0.54555285,0.46516454,0.5664403,0.5911667,0.48480672,0.07965416,0.027290398,0.045273002,0.06508962,0.028888749,0.09738263,0.048332073,0.063167185,0.058392704,0.07121494,0.09173539,0.052763052,0.020444551,0.06070412,0.083086595,0.10446649,0.037817016,-0.07654933,0.069642216,0.045160495,0.030238891,0.048905622,0.0018078908,-0.002428703,0.016420802,0.0010058917,0.0023879576,0.010958768,-0.023846578,-0.02008715,-0.020475335,-0.0051764715,0.035181154,-0.0059208386,-0.008516321,0.06969006,-0.01867546,0.005419505,-0.07188858,-0.13836797,-0.027648922,-0.052972198,0.0050731227,-0.041937858,0.05091314,-0.02219125,0.005260825,-0.01832284,-0.041703735,0.06764501,0.086083435,0.104438044,0.00041354075,-0.0068377005,0.07133743,-0.035196662,0.098969184,-0.03647139,0.02673189,0.0388248,0.08176915,0.05632077,-0.03367879,-0.012541078
0.62318265,0.46880746,0.5041201,0.48350218,0.47547445,0.4655407,0.48488224,0.9999999,0.42584437,0.47446585,0.5550592,0.44380903,0.4401068,0.70016265,0.5959362,0.4945699,0.42847258,0.522813,0.63301206,0.5133476,0.11102023,0.056963243,0.08514554,0.09163001,0.0117363725,0.09970979,0.1821046,0.11001581,0.11038712,0.11528453,0.16840541,0.13969666,0.08137058,0.018695753,0.13413408,0.10240101,0.063031115,-0.02637717,0.09880218,0.11891467,0.1746217,0.086278535,0.09562699,0.0895561,0.11456905,0.092932135,0.05509574,0.085710466,0.17765261,0.1027409,0.12878957,0.070290014,0.16441345,0.12201883,0.20549722,0.06843522,0.090620294,0.13863382,0.058327045,-0.032939315,0.07355264,0.064660296,0.17311668,0.08575708,0.108012944,0.012035122,0.1248834,0.07775241,0.0887281,0.13699111,0.17901134,0.079735175,0.10138374,0.11076922,0.0901005,0.09924118,0.12836234,0.023509018,0.089537546,0.14769238,0.082887456,0.14898218,0.0070272647,-0.0035039023
0.49707508,0.5142237,0.3605947,0.4745875,0.48182672,0.5544313,0.4899625,0.42584437,1.0,0.55231285,0.54685605,0.59373176,0.4110123,0.54126996,0.46014947,0.43005306,0.541174,0.50176275,0.57649076,0.4913931,0.16667159,0.15073901,0.13228494,0.14899485,0.12810764,0.16121066,0.18223016,0.15248933,0.16155957,0.23017278,0.22739476,0.2859813,0.15878466,0.120766066,0.1707556,0.22462165,0.1551357,0.08838974,0.17332506,0.16144618,0.21933499,0.112001374,0.05745323,0.05542517,0.06905711,0.051377803,0.027799016,0.055768136,0.0994162,0.078134425,0.06737583,0.08161033,0.12167176,0.17397529,0.07137034,0.025322422,0.0314718,0.101545736,0.06390992,0.0039545186,0.08345028,0.017823007,0.08545188,-0.063277476,0.06795135,0.11483505,0.0761143,0.08320439,0.051972255,0.06312554,0.1783852,0.23511578,0.07451645,0.11234039,0.088374816,0.08637874,0.121684805,0.041766103,0.036556877,0.1736701,0.114808664,0.1892492,0.08566058,0.007661931
0.51454586,0.5709754,0.48190722,0.6207384,0.4701668,0.44906992,0.46331167,0.47446585,0.55231285,1.0000002,0.44788265,0.4994017,0.3482908,0.45263797,0.560338,0.53515565,0.5954263,0.49984458,0.54167163,0.67816174,0.11578081,0.14313662,0.11506177,0.09025725,0.08735944,0.116287515,0.043663852,0.097471535,0.075155705,0.1019359,0.027300835,0.027580284,0.0224314,-0.020438123,0.08758241,0.07383647,0.019896068,-0.014328426,0.082642324,0.1274845,0.1956162,0.019849874,0.13241841,0.1220151,0.15511699,0.10394434,0.07397552,0.13456374,0.053065076,0.10435636,0.08659893,0.08974754,0.06421139,0.023081023,0.095212996,0.012350966,0.063398615,0.062564485,0.096147016,-0.0050812596,0.07587734,0.032469213,0.06635857,-0.0048605,0.06750892,0.12604482,0.028693222,0.08793601,0.0033282526,0.033761613,0.021057189,0.021024492,0.074826196,0.08915048,0.08087387,0.12468222,0.17390496,0.043637916,0.06162548,0.04099272,0.14380588,0.08897584,0.010903792,0.009874765
0.5562794,0.59071296,0.42000866,0.43950066,0.3761867,0.42902684,0.506256,0.5550592,0.54685605,0.44788265,1.0,0.5423831,0.48848015,0.5802702,0.56443906,0.44495445,0.57329285,0.61368245,0.48983282,0.47335875,0.056339655,0.02820628,0.032742813,0.053644463,0.003576764,0.046458244,0.13162547,0.097767964,0.037012868,0.01115549,0.40341562,0.21074182,0.047299642,-0.019321226,0.022700371,-0.020578286,0.1520288,0.023466937,0.11383867,0.07774902,0.16024433,0.048000194,0.06744195,0.08634275,0.084795356,0.078962505,0.061347753,0.05384776,0.15991485,0.13511695,0.08260802,0.027234294,0.39071447,0.22413865,0.14666864,0.016979715,0.030799707,0.12408584,0.16972983,0.0740721,0.15600283,0.07221969,0.15828441,0.08859101,0.041949503,0.0132845985,0.10804136,0.048240118,-0.0067814924,0.021878075,0.3596899,0.08176387,0.026975777,0.048951447,0.028565656,0.022377532,0.083611496,-0.019053165,0.03402184,0.24241716,0.06998624,0.061458178,0.062173486,0.0042378604
0.6150178,0.47053608,0.39782065,0.5035553,0.41005334,0.43922687,0.72145754,0.44380903,0.59373176,0.4994017,0.5423831,1.0000002,0.403898,0.49245667,0.54171056,0.47190875,0.412418,0.56463677,0.5426703,0.5071615,0.073769376,0.037209097,0.0368879,0.07263935,0.055047788,0.100900136,0.06746663,0.08328209,0.05868888,0.036156684,0.09545831,0.14999586,0.024121314,0.025178978,0.073490515,0.062501036,-0.011912774,-0.040185865,0.023259576,0.030775346,0.0550531,0.0363454,0.07773179,0.0871069,0.09439953,0.08353663,0.111174345,0.091090545,0.06786461,0.088102475,0.06895444,0.064604186,0.10012135,0.17223056,0.06682215,0.04129734,0.05744256,0.07862192,-0.0069729052,-0.03552469,-0.003323108,0.03418058,0.092563465,0.015997939,0.07020991,0.030745156,0.019023597,0.021597771,-0.0074991025,0.005644262,0.09941618,0.1468377,0.013442868,0.021260284,0.03736908,0.023188625,0.105624825,-0.015004482,-0.026507929,0.014798945,0.059108905,0.020299066,-0.011510335,-0.006753262
0.46050406,0.3832516,0.40981373,0.4143604,0.43951285,0.47011507,0.43971443,0.4401068,0.4110123,0.3482908,0.48848015,0.403898,1.0000001,0.36636233,0.5581292,0.4585252,0.40490785,0.3928422,0.56229806,0.3562941,0.06260667,-0.027201269,0.0446907,0.06942905,0.07078974,0.053049643,0.011133229,0.043319695,0.03312911,0.09213114,0.08003601,0.07710481,-0.01941493,0.0071130805,0.03129543,0.044192016,0.043516003,0.005299289,0.15692079,0.04950248,0.049716853,0.10076337,-0.022613537,-0.03427229,-0.01907384,-0.011180716,-0.028757283,-0.027793465,-0.019756,0.0137561755,-0.035281856,-0.012138071,0.038849104,0.046486065,-0.011036468,0.041662447,-0.024225835,0.031309515,-0.036452103,-0.029616918,0.10590519,0.055153742,-0.03477384,0.010941964,0.032485414,-0.042195186,-0.0064403266,-0.00031451616,0.017633133,0.03616431,0.10661933,0.056625307,-0.02520584,0.016658958,0.055063885,-0.023124663,0.0677178,-0.039721422,0.08128698,0.05590044,0.10918294,0.102991074,0.054924913,-0.017065927
0.5523112,0.52163625,0.4655692,0.4485442,0.4556339,0.5300224,0.5550953,0.70016265,0.54126996,0.45263797,0.5802702,0.49245667,0.36636233,1.0000001,0.52966774,0.54203844,0.50801563,0.55680156,0.6914387,0.49356112,0.11137491,0.06499694,0.09220351,0.084288165,0.006558759,0.08558105,0.16756546,0.0979802,0.12809046,0.12146232,0.13922964,0.19497757,0.10307714,0.03819488,0.1148393,0.16187194,0.16565779,0.011974927,0.0986756,0.1417533,0.21064281,0.086636886,-0.0023526438,-0.00093277916,0.023617113,-0.01584709,-0.04651215,-0.027780954,0.05993353,0.00308555,0.021619577,-0.021765241,0.048443343,0.077721,0.068749346,0.029910818,-0.015196536,0.049983244,-0.0012334399,-0.07247908,-0.010173064,-0.04578308,0.06019216,-0.010255658,0.073413804,-0.0027010608,0.06138955,0.0016017463,0.07697725,0.035825156,0.114472546,0.16608989,0.07661015,0.099391714,0.1011487,0.095768616,0.16020335,0.0032083504,0.113079906,0.18694562,0.13114156,0.12577884,0.032893866,-0.009880792
0.6379596,0.56270456,0.49714875,0.5911124,0.5393857,0.48638988,0.5415672,0.5959362,0.46014947,0.560338,0.56443906,0.54171056,0.5581292,0.52966774,1.0000001,0.58652925,0.5374907,0.66128695,0.6475546,0.5398679,0.14436287,0.1394976,0.1412772,0.13990214,0.12423015,0.15493752,0.096592434,0.13789703,0.1560966,0.11608423,0.12547326,0.09461493,0.034726392,0.028355356,0.09447028,0.12584387,0.09038068,0.047326528,0.15104963,0.16990367,0.19436657,0.13812412,0.08159541,0.072589636,0.10161767,0.073993556,0.06939029,0.09484185,0.063704625,0.097303964,0.09084858,0.024074575,0.11337921,0.08023476,0.05269108,-0.008613577,0.011542249,0.10171492,0.010938056,-0.01406169,0.08620584,0.06419094,0.075806856,0.050717756,0.2333233,0.1569578,0.13354003,0.16281149,0.14678192,0.122477286,0.17403558,0.122714505,0.13975868,0.166637,0.09179373,0.16519451,0.23705435,0.11156482,0.13392897,0.12580752,0.22905381,0.16319114,0.11473338,0.026395783
